Case_Reported_Date,Reporting_PHU_ID,Reporting_PHU,Number_of_Cases
2022-01-25,2227,Brant County Health Unit,61
2022-01-25,2230,Durham Region Health Department,263
2022-01-25,2233,Grey Bruce Health Unit,35
2022-01-25,2234,Haldimand-Norfolk Health Unit,58
2022-01-25,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",57
2022-01-25,2236,Halton Region Health Department,165
2022-01-25,2237,Hamilton Public Health Services,219
2022-01-25,2238,Hastings and Prince Edward Counties Health Unit,64
2022-01-25,2240,Chatham-Kent Health Unit,73
2022-01-25,2241,"Kingston, Frontenac and Lennox & Addington Public Health",53
2022-01-25,2242,Lambton Public Health,18
2022-01-25,2243,"Leeds, Grenville and Lanark District Health Unit",55
2022-01-25,2244,Middlesex-London Health Unit,191
2022-01-25,2246,Niagara Region Public Health Department,186
2022-01-25,2247,North Bay Parry Sound District Health Unit,55
2022-01-25,2249,Northwestern Health Unit,41
2022-01-25,2251,Ottawa Public Health,268
2022-01-25,2253,Peel Public Health,659
2022-01-25,2255,Peterborough Public Health,23
2022-01-25,2256,Porcupine Health Unit,39
2022-01-25,2257,Renfrew County and District Health Unit,26
2022-01-25,2258,Eastern Ontario Health Unit,92
2022-01-25,2260,Simcoe Muskoka District Health Unit,270
2022-01-25,2261,Sudbury & District Health Unit,97
2022-01-25,2262,Thunder Bay District Health Unit,90
2022-01-25,2263,Timiskaming Health Unit,8
2022-01-25,2265,"Region of Waterloo, Public Health",210
2022-01-25,2266,Wellington-Dufferin-Guelph Public Health,77
2022-01-25,2268,Windsor-Essex County Health Unit,201
2022-01-25,2270,York Region Public Health Services,319
2022-01-25,3895,Toronto Public Health,1051
2022-01-25,4913,Southwestern Public Health,59
2022-01-25,5183,Huron Perth District Health Unit,46
2022-01-26,2226,Algoma Public Health Unit,63
2022-01-26,2227,Brant County Health Unit,55
2022-01-26,2230,Durham Region Health Department,277
2022-01-26,2233,Grey Bruce Health Unit,38
2022-01-26,2234,Haldimand-Norfolk Health Unit,38
2022-01-26,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",124
2022-01-26,2236,Halton Region Health Department,244
2022-01-26,2237,Hamilton Public Health Services,247
2022-01-26,2238,Hastings and Prince Edward Counties Health Unit,71
2022-01-26,2240,Chatham-Kent Health Unit,75
2022-01-26,2241,"Kingston, Frontenac and Lennox & Addington Public Health",45
2022-01-26,2242,Lambton Public Health,114
2022-01-26,2243,"Leeds, Grenville and Lanark District Health Unit",49
2022-01-26,2244,Middlesex-London Health Unit,226
2022-01-26,2246,Niagara Region Public Health Department,234
2022-01-26,2247,North Bay Parry Sound District Health Unit,30
2022-01-26,2249,Northwestern Health Unit,85
2022-01-26,2251,Ottawa Public Health,387
2022-01-26,2253,Peel Public Health,613
2022-01-26,2255,Peterborough Public Health,36
2022-01-26,2256,Porcupine Health Unit,33
2022-01-26,2257,Renfrew County and District Health Unit,25
2022-01-26,2258,Eastern Ontario Health Unit,107
2022-01-26,2260,Simcoe Muskoka District Health Unit,260
2022-01-26,2261,Sudbury & District Health Unit,95
2022-01-26,2262,Thunder Bay District Health Unit,90
2022-01-26,2263,Timiskaming Health Unit,13
2022-01-26,2265,"Region of Waterloo, Public Health",220
2022-01-26,2266,Wellington-Dufferin-Guelph Public Health,108
2022-01-26,2268,Windsor-Essex County Health Unit,251
2022-01-26,2270,York Region Public Health Services,255
2022-01-26,3895,Toronto Public Health,1058
2022-01-26,4913,Southwestern Public Health,100
2022-01-26,5183,Huron Perth District Health Unit,38
2022-01-27,2226,Algoma Public Health Unit,61
2022-01-27,2227,Brant County Health Unit,43
2022-01-27,2230,Durham Region Health Department,188
2022-01-27,2233,Grey Bruce Health Unit,54
2022-01-27,2234,Haldimand-Norfolk Health Unit,50
2022-01-27,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",42
2022-01-27,2236,Halton Region Health Department,166
2022-01-27,2237,Hamilton Public Health Services,176
2022-01-27,2238,Hastings and Prince Edward Counties Health Unit,49
2022-01-27,2240,Chatham-Kent Health Unit,71
2022-01-27,2241,"Kingston, Frontenac and Lennox & Addington Public Health",67
2022-01-27,2242,Lambton Public Health,72
2022-01-27,2243,"Leeds, Grenville and Lanark District Health Unit",62
2022-01-27,2244,Middlesex-London Health Unit,233
2022-01-27,2246,Niagara Region Public Health Department,161
2022-01-27,2247,North Bay Parry Sound District Health Unit,29
2022-01-27,2249,Northwestern Health Unit,50
2022-01-27,2251,Ottawa Public Health,292
2022-01-27,2253,Peel Public Health,568
2022-01-27,2255,Peterborough Public Health,49
2022-01-27,2256,Porcupine Health Unit,36
2022-01-27,2257,Renfrew County and District Health Unit,51
2022-01-27,2258,Eastern Ontario Health Unit,100
2022-01-27,2260,Simcoe Muskoka District Health Unit,210
2022-01-27,2261,Sudbury & District Health Unit,106
2022-01-27,2262,Thunder Bay District Health Unit,109
2022-01-27,2263,Timiskaming Health Unit,9
2022-01-27,2265,"Region of Waterloo, Public Health",193
2022-01-27,2266,Wellington-Dufferin-Guelph Public Health,83
2022-01-27,2268,Windsor-Essex County Health Unit,206
2022-01-27,2270,York Region Public Health Services,267
2022-01-27,3895,Toronto Public Health,942
2022-01-27,4913,Southwestern Public Health,60
2022-01-27,5183,Huron Perth District Health Unit,59
2022-01-28,2226,Algoma Public Health Unit,36
2022-01-28,2227,Brant County Health Unit,98
2022-01-28,2230,Durham Region Health Department,184
2022-01-28,2233,Grey Bruce Health Unit,23
2022-01-28,2234,Haldimand-Norfolk Health Unit,40
2022-01-28,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",75
2022-01-28,2236,Halton Region Health Department,133
2022-01-28,2237,Hamilton Public Health Services,209
2022-01-28,2238,Hastings and Prince Edward Counties Health Unit,42
2022-01-28,2240,Chatham-Kent Health Unit,37
2022-01-28,2241,"Kingston, Frontenac and Lennox & Addington Public Health",36
2022-01-28,2242,Lambton Public Health,65
2022-01-28,2243,"Leeds, Grenville and Lanark District Health Unit",49
2022-01-28,2244,Middlesex-London Health Unit,216
2022-01-28,2246,Niagara Region Public Health Department,205
2022-01-28,2247,North Bay Parry Sound District Health Unit,43
2022-01-28,2249,Northwestern Health Unit,34
2022-01-28,2251,Ottawa Public Health,228
2022-01-28,2253,Peel Public Health,501
2022-01-28,2255,Peterborough Public Health,35
2022-01-28,2256,Porcupine Health Unit,37
2022-01-28,2257,Renfrew County and District Health Unit,30
2022-01-28,2258,Eastern Ontario Health Unit,100
2022-01-28,2260,Simcoe Muskoka District Health Unit,188
2022-01-28,2261,Sudbury & District Health Unit,68
2022-01-28,2262,Thunder Bay District Health Unit,68
2022-01-28,2263,Timiskaming Health Unit,3
2022-01-28,2265,"Region of Waterloo, Public Health",156
2022-01-28,2266,Wellington-Dufferin-Guelph Public Health,71
2022-01-28,2268,Windsor-Essex County Health Unit,173
2022-01-28,2270,York Region Public Health Services,257
2022-01-28,3895,Toronto Public Health,757
2022-01-28,4913,Southwestern Public Health,60
2022-01-28,5183,Huron Perth District Health Unit,22
2022-01-29,2226,Algoma Public Health Unit,49
2022-01-29,2227,Brant County Health Unit,34
2022-01-29,2230,Durham Region Health Department,94
2022-01-29,2233,Grey Bruce Health Unit,35
2022-01-29,2234,Haldimand-Norfolk Health Unit,32
2022-01-29,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",29
2022-01-29,2236,Halton Region Health Department,127
2022-01-29,2237,Hamilton Public Health Services,138
2022-01-29,2238,Hastings and Prince Edward Counties Health Unit,29
2022-01-29,2240,Chatham-Kent Health Unit,46
2022-01-29,2241,"Kingston, Frontenac and Lennox & Addington Public Health",32
2022-01-29,2242,Lambton Public Health,28
2022-01-29,2243,"Leeds, Grenville and Lanark District Health Unit",12
2022-01-29,2244,Middlesex-London Health Unit,183
2022-01-29,2246,Niagara Region Public Health Department,78
2022-01-29,2247,North Bay Parry Sound District Health Unit,12
2022-01-29,2249,Northwestern Health Unit,14
2022-01-29,2251,Ottawa Public Health,198
2022-01-29,2253,Peel Public Health,427
2022-01-29,2255,Peterborough Public Health,28
2022-01-29,2256,Porcupine Health Unit,30
2022-01-29,2257,Renfrew County and District Health Unit,36
2022-01-29,2258,Eastern Ontario Health Unit,40
2022-01-29,2260,Simcoe Muskoka District Health Unit,111
2022-01-29,2261,Sudbury & District Health Unit,93
2022-01-29,2262,Thunder Bay District Health Unit,46
2022-01-29,2265,"Region of Waterloo, Public Health",112
2022-01-29,2266,Wellington-Dufferin-Guelph Public Health,54
2022-01-29,2268,Windsor-Essex County Health Unit,150
2022-01-29,2270,York Region Public Health Services,204
2022-01-29,3895,Toronto Public Health,711
2022-01-29,4913,Southwestern Public Health,57
2022-01-29,5183,Huron Perth District Health Unit,31
2022-01-30,2226,Algoma Public Health Unit,27
2022-01-30,2227,Brant County Health Unit,35
2022-01-30,2230,Durham Region Health Department,104
2022-01-30,2233,Grey Bruce Health Unit,21
2022-01-30,2234,Haldimand-Norfolk Health Unit,12
2022-01-30,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",12
2022-01-30,2236,Halton Region Health Department,88
2022-01-30,2237,Hamilton Public Health Services,105
2022-01-30,2238,Hastings and Prince Edward Counties Health Unit,28
2022-01-30,2240,Chatham-Kent Health Unit,41
2022-01-30,2241,"Kingston, Frontenac and Lennox & Addington Public Health",26
2022-01-30,2242,Lambton Public Health,32
2022-01-30,2243,"Leeds, Grenville and Lanark District Health Unit",30
2022-01-30,2244,Middlesex-London Health Unit,92
2022-01-30,2246,Niagara Region Public Health Department,98
2022-01-30,2247,North Bay Parry Sound District Health Unit,30
2022-01-30,2249,Northwestern Health Unit,13
2022-01-30,2251,Ottawa Public Health,193
2022-01-30,2253,Peel Public Health,346
2022-01-30,2255,Peterborough Public Health,19
2022-01-30,2256,Porcupine Health Unit,21
2022-01-30,2257,Renfrew County and District Health Unit,12
2022-01-30,2258,Eastern Ontario Health Unit,43
2022-01-30,2260,Simcoe Muskoka District Health Unit,75
2022-01-30,2261,Sudbury & District Health Unit,57
2022-01-30,2262,Thunder Bay District Health Unit,40
2022-01-30,2263,Timiskaming Health Unit,1
2022-01-30,2265,"Region of Waterloo, Public Health",92
2022-01-30,2266,Wellington-Dufferin-Guelph Public Health,48
2022-01-30,2268,Windsor-Essex County Health Unit,98
2022-01-30,2270,York Region Public Health Services,123
2022-01-30,3895,Toronto Public Health,544
2022-01-30,4913,Southwestern Public Health,52
2022-01-30,5183,Huron Perth District Health Unit,18
2022-01-31,2226,Algoma Public Health Unit,34
2022-01-31,2227,Brant County Health Unit,31
2022-01-31,2230,Durham Region Health Department,105
2022-01-31,2233,Grey Bruce Health Unit,20
2022-01-31,2234,Haldimand-Norfolk Health Unit,38
2022-01-31,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",37
2022-01-31,2236,Halton Region Health Department,101
2022-01-31,2237,Hamilton Public Health Services,149
2022-01-31,2238,Hastings and Prince Edward Counties Health Unit,57
2022-01-31,2240,Chatham-Kent Health Unit,26
2022-01-31,2241,"Kingston, Frontenac and Lennox & Addington Public Health",53
2022-01-31,2242,Lambton Public Health,20
2022-01-31,2243,"Leeds, Grenville and Lanark District Health Unit",70
2022-01-31,2244,Middlesex-London Health Unit,102
2022-01-31,2246,Niagara Region Public Health Department,151
2022-01-31,2247,North Bay Parry Sound District Health Unit,26
2022-01-31,2249,Northwestern Health Unit,52
2022-01-31,2251,Ottawa Public Health,224
2022-01-31,2253,Peel Public Health,290
2022-01-31,2255,Peterborough Public Health,30
2022-01-31,2256,Porcupine Health Unit,52
2022-01-31,2257,Renfrew County and District Health Unit,30
2022-01-31,2258,Eastern Ontario Health Unit,30
2022-01-31,2260,Simcoe Muskoka District Health Unit,95
2022-01-31,2261,Sudbury & District Health Unit,61
2022-01-31,2262,Thunder Bay District Health Unit,66
2022-01-31,2263,Timiskaming Health Unit,7
2022-01-31,2265,"Region of Waterloo, Public Health",98
2022-01-31,2266,Wellington-Dufferin-Guelph Public Health,46
2022-01-31,2268,Windsor-Essex County Health Unit,113
2022-01-31,2270,York Region Public Health Services,168
2022-01-31,3895,Toronto Public Health,567
2022-01-31,4913,Southwestern Public Health,39
2022-01-31,5183,Huron Perth District Health Unit,13
2022-02-01,2226,Algoma Public Health Unit,50
2022-02-01,2227,Brant County Health Unit,36
2022-02-01,2230,Durham Region Health Department,176
2022-02-01,2233,Grey Bruce Health Unit,39
2022-02-01,2234,Haldimand-Norfolk Health Unit,33
2022-02-01,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",51
2022-02-01,2236,Halton Region Health Department,105
2022-02-01,2237,Hamilton Public Health Services,157
2022-02-01,2238,Hastings and Prince Edward Counties Health Unit,36
2022-02-01,2240,Chatham-Kent Health Unit,28
2022-02-01,2241,"Kingston, Frontenac and Lennox & Addington Public Health",39
2022-02-01,2242,Lambton Public Health,69
2022-02-01,2243,"Leeds, Grenville and Lanark District Health Unit",39
2022-02-01,2244,Middlesex-London Health Unit,198
2022-02-01,2246,Niagara Region Public Health Department,143
2022-02-01,2247,North Bay Parry Sound District Health Unit,35
2022-02-01,2249,Northwestern Health Unit,66
2022-02-01,2251,Ottawa Public Health,276
2022-02-01,2253,Peel Public Health,368
2022-02-01,2255,Peterborough Public Health,27
2022-02-01,2256,Porcupine Health Unit,55
2022-02-01,2257,Renfrew County and District Health Unit,26
2022-02-01,2258,Eastern Ontario Health Unit,61
2022-02-01,2260,Simcoe Muskoka District Health Unit,207
2022-02-01,2261,Sudbury & District Health Unit,122
2022-02-01,2262,Thunder Bay District Health Unit,93
2022-02-01,2263,Timiskaming Health Unit,11
2022-02-01,2265,"Region of Waterloo, Public Health",148
2022-02-01,2266,Wellington-Dufferin-Guelph Public Health,59
2022-02-01,2268,Windsor-Essex County Health Unit,187
2022-02-01,2270,York Region Public Health Services,192
2022-02-01,3895,Toronto Public Health,663
2022-02-01,4913,Southwestern Public Health,88
2022-02-01,5183,Huron Perth District Health Unit,54
2022-02-02,2226,Algoma Public Health Unit,58
2022-02-02,2227,Brant County Health Unit,38
2022-02-02,2230,Durham Region Health Department,196
2022-02-02,2233,Grey Bruce Health Unit,71
2022-02-02,2234,Haldimand-Norfolk Health Unit,40
2022-02-02,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",51
2022-02-02,2236,Halton Region Health Department,103
2022-02-02,2237,Hamilton Public Health Services,160
2022-02-02,2238,Hastings and Prince Edward Counties Health Unit,32
2022-02-02,2240,Chatham-Kent Health Unit,50
2022-02-02,2241,"Kingston, Frontenac and Lennox & Addington Public Health",51
2022-02-02,2242,Lambton Public Health,79
2022-02-02,2243,"Leeds, Grenville and Lanark District Health Unit",50
2022-02-02,2244,Middlesex-London Health Unit,170
2022-02-02,2246,Niagara Region Public Health Department,147
2022-02-02,2247,North Bay Parry Sound District Health Unit,36
2022-02-02,2249,Northwestern Health Unit,56
2022-02-02,2251,Ottawa Public Health,276
2022-02-02,2253,Peel Public Health,386
2022-02-02,2255,Peterborough Public Health,23
2022-02-02,2256,Porcupine Health Unit,35
2022-02-02,2257,Renfrew County and District Health Unit,29
2022-02-02,2258,Eastern Ontario Health Unit,115
2022-02-02,2260,Simcoe Muskoka District Health Unit,246
2022-02-02,2261,Sudbury & District Health Unit,99
2022-02-02,2262,Thunder Bay District Health Unit,69
2022-02-02,2263,Timiskaming Health Unit,6
2022-02-02,2265,"Region of Waterloo, Public Health",123
2022-02-02,2266,Wellington-Dufferin-Guelph Public Health,70
2022-02-02,2268,Windsor-Essex County Health Unit,154
2022-02-02,2270,York Region Public Health Services,144
2022-02-02,3895,Toronto Public Health,766
2022-02-02,4913,Southwestern Public Health,53
2022-02-02,5183,Huron Perth District Health Unit,34
2022-02-03,2226,Algoma Public Health Unit,78
2022-02-03,2227,Brant County Health Unit,36
2022-02-03,2230,Durham Region Health Department,131
2022-02-03,2233,Grey Bruce Health Unit,30
2022-02-03,2234,Haldimand-Norfolk Health Unit,24
2022-02-03,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",44
2022-02-03,2236,Halton Region Health Department,111
2022-02-03,2237,Hamilton Public Health Services,142
2022-02-03,2238,Hastings and Prince Edward Counties Health Unit,45
2022-02-03,2240,Chatham-Kent Health Unit,41
2022-02-03,2241,"Kingston, Frontenac and Lennox & Addington Public Health",38
2022-02-03,2242,Lambton Public Health,59
2022-02-03,2243,"Leeds, Grenville and Lanark District Health Unit",76
2022-02-03,2244,Middlesex-London Health Unit,141
2022-02-03,2246,Niagara Region Public Health Department,128
2022-02-03,2247,North Bay Parry Sound District Health Unit,38
2022-02-03,2249,Northwestern Health Unit,57
2022-02-03,2251,Ottawa Public Health,209
2022-02-03,2253,Peel Public Health,322
2022-02-03,2255,Peterborough Public Health,28
2022-02-03,2256,Porcupine Health Unit,29
2022-02-03,2257,Renfrew County and District Health Unit,31
2022-02-03,2258,Eastern Ontario Health Unit,42
2022-02-03,2260,Simcoe Muskoka District Health Unit,125
2022-02-03,2261,Sudbury & District Health Unit,96
2022-02-03,2262,Thunder Bay District Health Unit,74
2022-02-03,2263,Timiskaming Health Unit,12
2022-02-03,2265,"Region of Waterloo, Public Health",91
2022-02-03,2266,Wellington-Dufferin-Guelph Public Health,58
2022-02-03,2268,Windsor-Essex County Health Unit,149
2022-02-03,2270,York Region Public Health Services,171
2022-02-03,3895,Toronto Public Health,563
2022-02-03,4913,Southwestern Public Health,50
2022-02-03,5183,Huron Perth District Health Unit,46
2022-02-04,2226,Algoma Public Health Unit,50
2022-02-04,2227,Brant County Health Unit,25
2022-02-04,2230,Durham Region Health Department,156
2022-02-04,2233,Grey Bruce Health Unit,22
2022-02-04,2234,Haldimand-Norfolk Health Unit,33
2022-02-04,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",41
2022-02-04,2236,Halton Region Health Department,80
2022-02-04,2237,Hamilton Public Health Services,132
2022-02-04,2238,Hastings and Prince Edward Counties Health Unit,48
2022-02-04,2240,Chatham-Kent Health Unit,33
2022-02-04,2241,"Kingston, Frontenac and Lennox & Addington Public Health",49
2022-02-04,2242,Lambton Public Health,41
2022-02-04,2243,"Leeds, Grenville and Lanark District Health Unit",60
2022-02-04,2244,Middlesex-London Health Unit,170
2022-02-04,2246,Niagara Region Public Health Department,95
2022-02-04,2247,North Bay Parry Sound District Health Unit,38
2022-02-04,2249,Northwestern Health Unit,49
2022-02-04,2251,Ottawa Public Health,186
2022-02-04,2253,Peel Public Health,302
2022-02-04,2255,Peterborough Public Health,45
2022-02-04,2256,Porcupine Health Unit,50
2022-02-04,2257,Renfrew County and District Health Unit,21
2022-02-04,2258,Eastern Ontario Health Unit,66
2022-02-04,2260,Simcoe Muskoka District Health Unit,103
2022-02-04,2261,Sudbury & District Health Unit,90
2022-02-04,2262,Thunder Bay District Health Unit,62
2022-02-04,2263,Timiskaming Health Unit,4
2022-02-04,2265,"Region of Waterloo, Public Health",105
2022-02-04,2266,Wellington-Dufferin-Guelph Public Health,56
2022-02-04,2268,Windsor-Essex County Health Unit,137
2022-02-04,2270,York Region Public Health Services,169
2022-02-04,3895,Toronto Public Health,497
2022-02-04,4913,Southwestern Public Health,63
2022-02-04,5183,Huron Perth District Health Unit,18
2022-02-05,2226,Algoma Public Health Unit,26
2022-02-05,2227,Brant County Health Unit,26
2022-02-05,2230,Durham Region Health Department,75
2022-02-05,2233,Grey Bruce Health Unit,26
2022-02-05,2234,Haldimand-Norfolk Health Unit,5
2022-02-05,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",42
2022-02-05,2236,Halton Region Health Department,51
2022-02-05,2237,Hamilton Public Health Services,78
2022-02-05,2238,Hastings and Prince Edward Counties Health Unit,27
2022-02-05,2240,Chatham-Kent Health Unit,22
2022-02-05,2241,"Kingston, Frontenac and Lennox & Addington Public Health",36
2022-02-05,2242,Lambton Public Health,47
2022-02-05,2243,"Leeds, Grenville and Lanark District Health Unit",35
2022-02-05,2244,Middlesex-London Health Unit,82
2022-02-05,2246,Niagara Region Public Health Department,80
2022-02-05,2247,North Bay Parry Sound District Health Unit,23
2022-02-05,2249,Northwestern Health Unit,59
2022-02-05,2251,Ottawa Public Health,146
2022-02-05,2253,Peel Public Health,134
2022-02-05,2255,Peterborough Public Health,22
2022-02-05,2256,Porcupine Health Unit,33
2022-02-05,2257,Renfrew County and District Health Unit,15
2022-02-05,2258,Eastern Ontario Health Unit,39
2022-02-05,2260,Simcoe Muskoka District Health Unit,125
2022-02-05,2261,Sudbury & District Health Unit,71
2022-02-05,2262,Thunder Bay District Health Unit,30
2022-02-05,2263,Timiskaming Health Unit,3
2022-02-05,2265,"Region of Waterloo, Public Health",86
2022-02-05,2266,Wellington-Dufferin-Guelph Public Health,55
2022-02-05,2268,Windsor-Essex County Health Unit,103
2022-02-05,2270,York Region Public Health Services,125
2022-02-05,3895,Toronto Public Health,383
2022-02-05,4913,Southwestern Public Health,40
2022-02-05,5183,Huron Perth District Health Unit,25
2022-02-06,2226,Algoma Public Health Unit,40
2022-02-06,2227,Brant County Health Unit,12
2022-02-06,2230,Durham Region Health Department,67
2022-02-06,2233,Grey Bruce Health Unit,29
2022-02-06,2234,Haldimand-Norfolk Health Unit,16
2022-02-06,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",18
2022-02-06,2236,Halton Region Health Department,51
2022-02-06,2237,Hamilton Public Health Services,84
2022-02-06,2238,Hastings and Prince Edward Counties Health Unit,31
2022-02-06,2240,Chatham-Kent Health Unit,27
2022-02-06,2241,"Kingston, Frontenac and Lennox & Addington Public Health",55
2022-02-06,2242,Lambton Public Health,46
2022-02-06,2243,"Leeds, Grenville and Lanark District Health Unit",22
2022-02-06,2244,Middlesex-London Health Unit,98
2022-02-06,2246,Niagara Region Public Health Department,88
2022-02-06,2247,North Bay Parry Sound District Health Unit,27
2022-02-06,2249,Northwestern Health Unit,11
2022-02-06,2251,Ottawa Public Health,139
2022-02-06,2253,Peel Public Health,120
2022-02-06,2255,Peterborough Public Health,19
2022-02-06,2256,Porcupine Health Unit,17
2022-02-06,2257,Renfrew County and District Health Unit,9
2022-02-06,2258,Eastern Ontario Health Unit,27
2022-02-06,2260,Simcoe Muskoka District Health Unit,54
2022-02-06,2261,Sudbury & District Health Unit,48
2022-02-06,2262,Thunder Bay District Health Unit,37
2022-02-06,2263,Timiskaming Health Unit,2
2022-02-06,2265,"Region of Waterloo, Public Health",67
2022-02-06,2266,Wellington-Dufferin-Guelph Public Health,38
2022-02-06,2268,Windsor-Essex County Health Unit,103
2022-02-06,2270,York Region Public Health Services,134
2022-02-06,3895,Toronto Public Health,303
2022-02-06,4913,Southwestern Public Health,32
2022-02-06,5183,Huron Perth District Health Unit,17
2022-02-07,2226,Algoma Public Health Unit,56
2022-02-07,2227,Brant County Health Unit,20
2022-02-07,2230,Durham Region Health Department,129
2022-02-07,2233,Grey Bruce Health Unit,25
2022-02-07,2234,Haldimand-Norfolk Health Unit,31
2022-02-07,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",13
2022-02-07,2236,Halton Region Health Department,74
2022-02-07,2237,Hamilton Public Health Services,121
2022-02-07,2238,Hastings and Prince Edward Counties Health Unit,54
2022-02-07,2240,Chatham-Kent Health Unit,38
2022-02-07,2241,"Kingston, Frontenac and Lennox & Addington Public Health",47
2022-02-07,2242,Lambton Public Health,25
2022-02-07,2243,"Leeds, Grenville and Lanark District Health Unit",69
2022-02-07,2244,Middlesex-London Health Unit,98
2022-02-07,2246,Niagara Region Public Health Department,88
2022-02-07,2247,North Bay Parry Sound District Health Unit,41
2022-02-07,2249,Northwestern Health Unit,106
2022-02-07,2251,Ottawa Public Health,167
2022-02-07,2253,Peel Public Health,313
2022-02-07,2255,Peterborough Public Health,10
2022-02-07,2256,Porcupine Health Unit,40
2022-02-07,2257,Renfrew County and District Health Unit,42
2022-02-07,2258,Eastern Ontario Health Unit,28
2022-02-07,2260,Simcoe Muskoka District Health Unit,73
2022-02-07,2261,Sudbury & District Health Unit,98
2022-02-07,2262,Thunder Bay District Health Unit,77
2022-02-07,2263,Timiskaming Health Unit,9
2022-02-07,2265,"Region of Waterloo, Public Health",69
2022-02-07,2266,Wellington-Dufferin-Guelph Public Health,29
2022-02-07,2268,Windsor-Essex County Health Unit,100
2022-02-07,2270,York Region Public Health Services,140
2022-02-07,3895,Toronto Public Health,386
2022-02-07,4913,Southwestern Public Health,35
2022-02-07,5183,Huron Perth District Health Unit,10
2022-02-08,2226,Algoma Public Health Unit,79
2022-02-08,2227,Brant County Health Unit,25
2022-02-08,2230,Durham Region Health Department,112
2022-02-08,2233,Grey Bruce Health Unit,36
2022-02-08,2234,Haldimand-Norfolk Health Unit,48
2022-02-08,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",32
2022-02-08,2236,Halton Region Health Department,92
2022-02-08,2237,Hamilton Public Health Services,121
2022-02-08,2238,Hastings and Prince Edward Counties Health Unit,82
2022-02-08,2240,Chatham-Kent Health Unit,45
2022-02-08,2241,"Kingston, Frontenac and Lennox & Addington Public Health",81
2022-02-08,2242,Lambton Public Health,67
2022-02-08,2243,"Leeds, Grenville and Lanark District Health Unit",53
2022-02-08,2244,Middlesex-London Health Unit,147
2022-02-08,2246,Niagara Region Public Health Department,109
2022-02-08,2247,North Bay Parry Sound District Health Unit,51
2022-02-08,2249,Northwestern Health Unit,78
2022-02-08,2251,Ottawa Public Health,215
2022-02-08,2253,Peel Public Health,255
2022-02-08,2255,Peterborough Public Health,30
2022-02-08,2256,Porcupine Health Unit,51
2022-02-08,2257,Renfrew County and District Health Unit,33
2022-02-08,2258,Eastern Ontario Health Unit,52
2022-02-08,2260,Simcoe Muskoka District Health Unit,161
2022-02-08,2261,Sudbury & District Health Unit,69
2022-02-08,2262,Thunder Bay District Health Unit,117
2022-02-08,2263,Timiskaming Health Unit,20
2022-02-08,2265,"Region of Waterloo, Public Health",101
2022-02-08,2266,Wellington-Dufferin-Guelph Public Health,58
2022-02-08,2268,Windsor-Essex County Health Unit,129
2022-02-08,2270,York Region Public Health Services,152
2022-02-08,3895,Toronto Public Health,418
2022-02-08,4913,Southwestern Public Health,52
2022-02-08,5183,Huron Perth District Health Unit,41
2022-02-09,2226,Algoma Public Health Unit,49
2022-02-09,2227,Brant County Health Unit,24
2022-02-09,2230,Durham Region Health Department,129
2022-02-09,2233,Grey Bruce Health Unit,33
2022-02-09,2234,Haldimand-Norfolk Health Unit,32
2022-02-09,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",41
2022-02-09,2236,Halton Region Health Department,85
2022-02-09,2237,Hamilton Public Health Services,103
2022-02-09,2238,Hastings and Prince Edward Counties Health Unit,39
2022-02-09,2240,Chatham-Kent Health Unit,20
2022-02-09,2241,"Kingston, Frontenac and Lennox & Addington Public Health",44
2022-02-09,2242,Lambton Public Health,65
2022-02-09,2243,"Leeds, Grenville and Lanark District Health Unit",43
2022-02-09,2244,Middlesex-London Health Unit,109
2022-02-09,2246,Niagara Region Public Health Department,107
2022-02-09,2247,North Bay Parry Sound District Health Unit,32
2022-02-09,2249,Northwestern Health Unit,69
2022-02-09,2251,Ottawa Public Health,174
2022-02-09,2253,Peel Public Health,194
2022-02-09,2255,Peterborough Public Health,14
2022-02-09,2256,Porcupine Health Unit,61
2022-02-09,2257,Renfrew County and District Health Unit,28
2022-02-09,2258,Eastern Ontario Health Unit,49
2022-02-09,2260,Simcoe Muskoka District Health Unit,118
2022-02-09,2261,Sudbury & District Health Unit,70
2022-02-09,2262,Thunder Bay District Health Unit,89
2022-02-09,2263,Timiskaming Health Unit,10
2022-02-09,2265,"Region of Waterloo, Public Health",102
2022-02-09,2266,Wellington-Dufferin-Guelph Public Health,48
2022-02-09,2268,Windsor-Essex County Health Unit,120
2022-02-09,2270,York Region Public Health Services,158
2022-02-09,3895,Toronto Public Health,424
